index,CHECK,reference,title,year,citation,study_type,common_name,order,family,genus,species,subspecies,lifestage,count_target_average,count_target_min,count_target_max,count_flock_average,count_flock_min,count_flock_max,latitude_avg,longitude_avg,location_1,latitude_1,longitude_1,location_2,latitude_2,longitude_2,location_3,latitude_3,longitude_3,location_4,latitude_4,longitude_4,location_5,latitude_5,longitude_5,date_1,date_2,date_3,date_4,date_5,date_6,temperature_min_study,temperature_max_study,temperature_binary_study,wind_speed_min_study,wind_speed_max_study,wind_speed_binary_study,wind_direction_d,relative_wind_direction_ms,wind_direction_binary,drone,drone_type,drone_shape,drone_size_mm,drone_noise_db,db_distance_m,drone_noise_dba,dba_distance_m,drone_colour,approach_type,altitude_max,altitude_min,distance_max,distance_min,min_approach_speed_m_s,max_approach_speed_m_s,approach_speed_b,approaches_study,approaches_species_drone_lifestage_approachtype,approach_description,response_measure_1,response_measure_2,response_measure_description,result_description,minimum_successful_approach_m,maximum_unsuccessful_approach_m,html
487,,"McEvoy, J. F., et al. (2016). ""Evaluation of unmanned aerial vehicle shape, flight path and camera type for waterfowl surveys: disturbance effects and species recognition."" PeerJ 4: e1831.","Evaluation of unmanned aerial vehicle shape, flight path and camera type for waterfowl surveys: disturbance effects and species recognition.",2016,"McEvoy, J. F., et al. (2016)",,australasian shoveler,Anseriformes,Anatidae,Anas,rhynchotis,-,,,,,,,,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,drone metrex topodrone-100,,fixed wing,2000,-,,,,white/orange,,,,,,,,,,,,,,,,,,"<tr><td>australasian shoveler</td><td><em>Anas rhynchotis</em></td><td></td><td>drone metrex topodrone-100</td><td></td><td></td><td></td><td>McEvoy, J. F., et al. (2016) <span class=endnote>McEvoy, J. F., et al. (2016). ""Evaluation of unmanned aerial vehicle shape, flight path and camera type for waterfowl surveys: disturbance effects and species recognition."" PeerJ 4: e1831.</span></td></tr>"
488,,"McEvoy, J. F., et al. (2016). ""Evaluation of unmanned aerial vehicle shape, flight path and camera type for waterfowl surveys: disturbance effects and species recognition."" PeerJ 4: e1831.","Evaluation of unmanned aerial vehicle shape, flight path and camera type for waterfowl surveys: disturbance effects and species recognition.",2016,"McEvoy, J. F., et al. (2016)",,pink-eared duck,Anseriformes,Anatidae,Malacorhynchus,membranaceus,-,,,,,,,,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,drone metrex topodrone-100,,fixed wing,2000,-,,,,white/orange,,,,,,,,,,,,,,,,,,"<tr><td>pink-eared duck</td><td><em>Malacorhynchus membranaceus</em></td><td></td><td>drone metrex topodrone-100</td><td></td><td></td><td></td><td>McEvoy, J. F., et al. (2016) <span class=endnote>McEvoy, J. F., et al. (2016). ""Evaluation of unmanned aerial vehicle shape, flight path and camera type for waterfowl surveys: disturbance effects and species recognition."" PeerJ 4: e1831.</span></td></tr>"
489,,"McEvoy, J. F., et al. (2016). ""Evaluation of unmanned aerial vehicle shape, flight path and camera type for waterfowl surveys: disturbance effects and species recognition."" PeerJ 4: e1831.","Evaluation of unmanned aerial vehicle shape, flight path and camera type for waterfowl surveys: disturbance effects and species recognition.",2016,"McEvoy, J. F., et al. (2016)",,musk duck,Anseriformes,Anatidae,Biziura,lobata,-,,,,,,,,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,drone metrex topodrone-100,,fixed wing,2000,-,,,,white/orange,,,,,,,,,,,,,,,,,,"<tr><td>musk duck</td><td><em>Biziura lobata</em></td><td></td><td>drone metrex topodrone-100</td><td></td><td></td><td></td><td>McEvoy, J. F., et al. (2016) <span class=endnote>McEvoy, J. F., et al. (2016). ""Evaluation of unmanned aerial vehicle shape, flight path and camera type for waterfowl surveys: disturbance effects and species recognition."" PeerJ 4: e1831.</span></td></tr>"
490,,"McEvoy, J. F., et al. (2016). ""Evaluation of unmanned aerial vehicle shape, flight path and camera type for waterfowl surveys: disturbance effects and species recognition."" PeerJ 4: e1831.","Evaluation of unmanned aerial vehicle shape, flight path and camera type for waterfowl surveys: disturbance effects and species recognition.",2016,"McEvoy, J. F., et al. (2016)",,blue billed duck,Anseriformes,Anatidae,oxyura,australis,-,,,,,,,,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,drone metrex topodrone-100,,fixed wing,2000,-,,,,white/orange,,,,,,,,,,,,,,,,,,"<tr><td>blue billed duck</td><td><em>oxyura australis</em></td><td></td><td>drone metrex topodrone-100</td><td></td><td></td><td></td><td>McEvoy, J. F., et al. (2016) <span class=endnote>McEvoy, J. F., et al. (2016). ""Evaluation of unmanned aerial vehicle shape, flight path and camera type for waterfowl surveys: disturbance effects and species recognition."" PeerJ 4: e1831.</span></td></tr>"
491,,"McEvoy, J. F., et al. (2016). ""Evaluation of unmanned aerial vehicle shape, flight path and camera type for waterfowl surveys: disturbance effects and species recognition."" PeerJ 4: e1831.","Evaluation of unmanned aerial vehicle shape, flight path and camera type for waterfowl surveys: disturbance effects and species recognition.",2016,"McEvoy, J. F., et al. (2016)",,black swan,Anseriformes,Anatidae,Cygnus,atratus,-,,,,,,,,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,drone metrex topodrone-100,,fixed wing,2000,-,,,,white/orange,,,,,,,,,,,,,,,,,,"<tr><td>black swan</td><td><em>Cygnus atratus</em></td><td></td><td>drone metrex topodrone-100</td><td></td><td></td><td></td><td>McEvoy, J. F., et al. (2016) <span class=endnote>McEvoy, J. F., et al. (2016). ""Evaluation of unmanned aerial vehicle shape, flight path and camera type for waterfowl surveys: disturbance effects and species recognition."" PeerJ 4: e1831.</span></td></tr>"
492,,"McEvoy, J. F., et al. (2016). ""Evaluation of unmanned aerial vehicle shape, flight path and camera type for waterfowl surveys: disturbance effects and species recognition."" PeerJ 4: e1831.","Evaluation of unmanned aerial vehicle shape, flight path and camera type for waterfowl surveys: disturbance effects and species recognition.",2016,"McEvoy, J. F., et al. (2016)",,eurasian coot,Gruiformes,Rallidae,Fulica,atra,-,,,,,,,,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dji phantom,,quadcopter,350,-,,,,white,,,,,,,,,,,,,,,,,,"<tr><td>eurasian coot</td><td><em>Fulica atra</em></td><td></td><td>dji phantom</td><td></td><td></td><td></td><td>McEvoy, J. F., et al. (2016) <span class=endnote>McEvoy, J. F., et al. (2016). ""Evaluation of unmanned aerial vehicle shape, flight path and camera type for waterfowl surveys: disturbance effects and species recognition."" PeerJ 4: e1831.</span></td></tr>"
493,,"McEvoy, J. F., et al. (2016). ""Evaluation of unmanned aerial vehicle shape, flight path and camera type for waterfowl surveys: disturbance effects and species recognition."" PeerJ 4: e1831.","Evaluation of unmanned aerial vehicle shape, flight path and camera type for waterfowl surveys: disturbance effects and species recognition.",2016,"McEvoy, J. F., et al. (2016)",,pacific black duck,Anseriformes,Anatidae,Anas,superciliosa,-,,,,,,,,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dji phantom,,quadcopter,350,-,,,,white,,,,,,,,,,,,,,,,,,"<tr><td>pacific black duck</td><td><em>Anas superciliosa</em></td><td></td><td>dji phantom</td><td></td><td></td><td></td><td>McEvoy, J. F., et al. (2016) <span class=endnote>McEvoy, J. F., et al. (2016). ""Evaluation of unmanned aerial vehicle shape, flight path and camera type for waterfowl surveys: disturbance effects and species recognition."" PeerJ 4: e1831.</span></td></tr>"
494,,"McEvoy, J. F., et al. (2016). ""Evaluation of unmanned aerial vehicle shape, flight path and camera type for waterfowl surveys: disturbance effects and species recognition."" PeerJ 4: e1831.","Evaluation of unmanned aerial vehicle shape, flight path and camera type for waterfowl surveys: disturbance effects and species recognition.",2016,"McEvoy, J. F., et al. (2016)",,grey teal,Anseriformes,Anatidae,Anas,gracilis,-,,,,,,,,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dji phantom,,quadcopter,350,-,,,,white,,,,,,,,,,,,,,,,,,"<tr><td>grey teal</td><td><em>Anas gracilis</em></td><td></td><td>dji phantom</td><td></td><td></td><td></td><td>McEvoy, J. F., et al. (2016) <span class=endnote>McEvoy, J. F., et al. (2016). ""Evaluation of unmanned aerial vehicle shape, flight path and camera type for waterfowl surveys: disturbance effects and species recognition."" PeerJ 4: e1831.</span></td></tr>"
495,,"McEvoy, J. F., et al. (2016). ""Evaluation of unmanned aerial vehicle shape, flight path and camera type for waterfowl surveys: disturbance effects and species recognition."" PeerJ 4: e1831.","Evaluation of unmanned aerial vehicle shape, flight path and camera type for waterfowl surveys: disturbance effects and species recognition.",2016,"McEvoy, J. F., et al. (2016)",,hardhead,Anseriformes,Anatidae,Aythya,australis,-,,,,,,,,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dji phantom,,quadcopter,350,-,,,,white,,,,,,,,,,,,,,,,,,"<tr><td>hardhead</td><td><em>Aythya australis</em></td><td></td><td>dji phantom</td><td></td><td></td><td></td><td>McEvoy, J. F., et al. (2016) <span class=endnote>McEvoy, J. F., et al. (2016). ""Evaluation of unmanned aerial vehicle shape, flight path and camera type for waterfowl surveys: disturbance effects and species recognition."" PeerJ 4: e1831.</span></td></tr>"
496,,"McEvoy, J. F., et al. (2016). ""Evaluation of unmanned aerial vehicle shape, flight path and camera type for waterfowl surveys: disturbance effects and species recognition."" PeerJ 4: e1831.","Evaluation of unmanned aerial vehicle shape, flight path and camera type for waterfowl surveys: disturbance effects and species recognition.",2016,"McEvoy, J. F., et al. (2016)",,australasian shoveler,Anseriformes,Anatidae,Anas,rhynchotis,-,,,,,,,,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dji phantom,,quadcopter,350,-,,,,white,,,,,,,,,,,,,,,,,,"<tr><td>australasian shoveler</td><td><em>Anas rhynchotis</em></td><td></td><td>dji phantom</td><td></td><td></td><td></td><td>McEvoy, J. F., et al. (2016) <span class=endnote>McEvoy, J. F., et al. (2016). ""Evaluation of unmanned aerial vehicle shape, flight path and camera type for waterfowl surveys: disturbance effects and species recognition."" PeerJ 4: e1831.</span></td></tr>"
497,,"McEvoy, J. F., et al. (2016). ""Evaluation of unmanned aerial vehicle shape, flight path and camera type for waterfowl surveys: disturbance effects and species recognition."" PeerJ 4: e1831.","Evaluation of unmanned aerial vehicle shape, flight path and camera type for waterfowl surveys: disturbance effects and species recognition.",2016,"McEvoy, J. F., et al. (2016)",,pink-eared duck,Anseriformes,Anatidae,Malacorhynchus,membranaceus,-,,,,,,,,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dji phantom,,quadcopter,350,-,,,,white,,,,,,,,,,,,,,,,,,"<tr><td>pink-eared duck</td><td><em>Malacorhynchus membranaceus</em></td><td></td><td>dji phantom</td><td></td><td></td><td></td><td>McEvoy, J. F., et al. (2016) <span class=endnote>McEvoy, J. F., et al. (2016). ""Evaluation of unmanned aerial vehicle shape, flight path and camera type for waterfowl surveys: disturbance effects and species recognition."" PeerJ 4: e1831.</span></td></tr>"
498,,"McEvoy, J. F., et al. (2016). ""Evaluation of unmanned aerial vehicle shape, flight path and camera type for waterfowl surveys: disturbance effects and species recognition."" PeerJ 4: e1831.","Evaluation of unmanned aerial vehicle shape, flight path and camera type for waterfowl surveys: disturbance effects and species recognition.",2016,"McEvoy, J. F., et al. (2016)",,musk duck,Anseriformes,Anatidae,Biziura,lobata,-,,,,,,,,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dji phantom,,quadcopter,350,-,,,,white,,,,,,,,,,,,,,,,,,"<tr><td>musk duck</td><td><em>Biziura lobata</em></td><td></td><td>dji phantom</td><td></td><td></td><td></td><td>McEvoy, J. F., et al. (2016) <span class=endnote>McEvoy, J. F., et al. (2016). ""Evaluation of unmanned aerial vehicle shape, flight path and camera type for waterfowl surveys: disturbance effects and species recognition."" PeerJ 4: e1831.</span></td></tr>"
499,,"McEvoy, J. F., et al. (2016). ""Evaluation of unmanned aerial vehicle shape, flight path and camera type for waterfowl surveys: disturbance effects and species recognition."" PeerJ 4: e1831.","Evaluation of unmanned aerial vehicle shape, flight path and camera type for waterfowl surveys: disturbance effects and species recognition.",2016,"McEvoy, J. F., et al. (2016)",,blue billed duck,Anseriformes,Anatidae,oxyura,australis,-,,,,,,,,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dji phantom,,quadcopter,350,-,,,,white,,,,,,,,,,,,,,,,,,"<tr><td>blue billed duck</td><td><em>oxyura australis</em></td><td></td><td>dji phantom</td><td></td><td></td><td></td><td>McEvoy, J. F., et al. (2016) <span class=endnote>McEvoy, J. F., et al. (2016). ""Evaluation of unmanned aerial vehicle shape, flight path and camera type for waterfowl surveys: disturbance effects and species recognition."" PeerJ 4: e1831.</span></td></tr>"
500,,"McEvoy, J. F., et al. (2016). ""Evaluation of unmanned aerial vehicle shape, flight path and camera type for waterfowl surveys: disturbance effects and species recognition."" PeerJ 4: e1831.","Evaluation of unmanned aerial vehicle shape, flight path and camera type for waterfowl surveys: disturbance effects and species recognition.",2016,"McEvoy, J. F., et al. (2016)",,black swan,Anseriformes,Anatidae,Cygnus,atratus,-,,,,,,,,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dji phantom,,quadcopter,350,-,,,,white,,,,,,,,,,,,,,,,,,"<tr><td>black swan</td><td><em>Cygnus atratus</em></td><td></td><td>dji phantom</td><td></td><td></td><td></td><td>McEvoy, J. F., et al. (2016) <span class=endnote>McEvoy, J. F., et al. (2016). ""Evaluation of unmanned aerial vehicle shape, flight path and camera type for waterfowl surveys: disturbance effects and species recognition."" PeerJ 4: e1831.</span></td></tr>"
501,,"McEvoy, J. F., et al. (2016). ""Evaluation of unmanned aerial vehicle shape, flight path and camera type for waterfowl surveys: disturbance effects and species recognition."" PeerJ 4: e1831.","Evaluation of unmanned aerial vehicle shape, flight path and camera type for waterfowl surveys: disturbance effects and species recognition.",2016,"McEvoy, J. F., et al. (2016)",,eurasian coot,Gruiformes,Rallidae,Fulica,atra,-,,,,,,,,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,foxtech kraken-122,,octocopter,1800,-,,,,black,,,,,,,,,,,,,,,,,,"<tr><td>eurasian coot</td><td><em>Fulica atra</em></td><td></td><td>foxtech kraken-122</td><td></td><td></td><td></td><td>McEvoy, J. F., et al. (2016) <span class=endnote>McEvoy, J. F., et al. (2016). ""Evaluation of unmanned aerial vehicle shape, flight path and camera type for waterfowl surveys: disturbance effects and species recognition."" PeerJ 4: e1831.</span></td></tr>"
502,,"McEvoy, J. F., et al. (2016). ""Evaluation of unmanned aerial vehicle shape, flight path and camera type for waterfowl surveys: disturbance effects and species recognition."" PeerJ 4: e1831.","Evaluation of unmanned aerial vehicle shape, flight path and camera type for waterfowl surveys: disturbance effects and species recognition.",2016,"McEvoy, J. F., et al. (2016)",,pacific black duck,Anseriformes,Anatidae,Anas,superciliosa,-,,,,,,,,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,foxtech kraken-123,,octocopter,1800,-,,,,black,,,,,,,,,,,,,,,,,,"<tr><td>pacific black duck</td><td><em>Anas superciliosa</em></td><td></td><td>foxtech kraken-123</td><td></td><td></td><td></td><td>McEvoy, J. F., et al. (2016) <span class=endnote>McEvoy, J. F., et al. (2016). ""Evaluation of unmanned aerial vehicle shape, flight path and camera type for waterfowl surveys: disturbance effects and species recognition."" PeerJ 4: e1831.</span></td></tr>"
503,,"McEvoy, J. F., et al. (2016). ""Evaluation of unmanned aerial vehicle shape, flight path and camera type for waterfowl surveys: disturbance effects and species recognition."" PeerJ 4: e1831.","Evaluation of unmanned aerial vehicle shape, flight path and camera type for waterfowl surveys: disturbance effects and species recognition.",2016,"McEvoy, J. F., et al. (2016)",,grey teal,Anseriformes,Anatidae,Anas,gracilis,-,,,,,,,,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,foxtech kraken-124,,octocopter,1800,-,,,,black,,,,,,,,,,,,,,,,,,"<tr><td>grey teal</td><td><em>Anas gracilis</em></td><td></td><td>foxtech kraken-124</td><td></td><td></td><td></td><td>McEvoy, J. F., et al. (2016) <span class=endnote>McEvoy, J. F., et al. (2016). ""Evaluation of unmanned aerial vehicle shape, flight path and camera type for waterfowl surveys: disturbance effects and species recognition."" PeerJ 4: e1831.</span></td></tr>"
504,,"McEvoy, J. F., et al. (2016). ""Evaluation of unmanned aerial vehicle shape, flight path and camera type for waterfowl surveys: disturbance effects and species recognition."" PeerJ 4: e1831.","Evaluation of unmanned aerial vehicle shape, flight path and camera type for waterfowl surveys: disturbance effects and species recognition.",2016,"McEvoy, J. F., et al. (2016)",,hardhead,Anseriformes,Anatidae,Aythya,australis,-,,,,,,,,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,foxtech kraken-125,,octocopter,1800,-,,,,black,,,,,,,,,,,,,,,,,,"<tr><td>hardhead</td><td><em>Aythya australis</em></td><td></td><td>foxtech kraken-125</td><td></td><td></td><td></td><td>McEvoy, J. F., et al. (2016) <span class=endnote>McEvoy, J. F., et al. (2016). ""Evaluation of unmanned aerial vehicle shape, flight path and camera type for waterfowl surveys: disturbance effects and species recognition."" PeerJ 4: e1831.</span></td></tr>"
505,,"McEvoy, J. F., et al. (2016). ""Evaluation of unmanned aerial vehicle shape, flight path and camera type for waterfowl surveys: disturbance effects and species recognition."" PeerJ 4: e1831.","Evaluation of unmanned aerial vehicle shape, flight path and camera type for waterfowl surveys: disturbance effects and species recognition.",2016,"McEvoy, J. F., et al. (2016)",,australasian shoveler,Anseriformes,Anatidae,Anas,rhynchotis,-,,,,,,,,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,foxtech kraken-126,,octocopter,1800,-,,,,black,,,,,,,,,,,,,,,,,,"<tr><td>australasian shoveler</td><td><em>Anas rhynchotis</em></td><td></td><td>foxtech kraken-126</td><td></td><td></td><td></td><td>McEvoy, J. F., et al. (2016) <span class=endnote>McEvoy, J. F., et al. (2016). ""Evaluation of unmanned aerial vehicle shape, flight path and camera type for waterfowl surveys: disturbance effects and species recognition."" PeerJ 4: e1831.</span></td></tr>"
506,,"McEvoy, J. F., et al. (2016). ""Evaluation of unmanned aerial vehicle shape, flight path and camera type for waterfowl surveys: disturbance effects and species recognition."" PeerJ 4: e1831.","Evaluation of unmanned aerial vehicle shape, flight path and camera type for waterfowl surveys: disturbance effects and species recognition.",2016,"McEvoy, J. F., et al. (2016)",,pink-eared duck,Anseriformes,Anatidae,Malacorhynchus,membranaceus,-,,,,,,,,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,foxtech kraken-127,,octocopter,1800,-,,,,black,,,,,,,,,,,,,,,,,,"<tr><td>pink-eared duck</td><td><em>Malacorhynchus membranaceus</em></td><td></td><td>foxtech kraken-127</td><td></td><td></td><td></td><td>McEvoy, J. F., et al. (2016) <span class=endnote>McEvoy, J. F., et al. (2016). ""Evaluation of unmanned aerial vehicle shape, flight path and camera type for waterfowl surveys: disturbance effects and species recognition."" PeerJ 4: e1831.</span></td></tr>"
507,,"McEvoy, J. F., et al. (2016). ""Evaluation of unmanned aerial vehicle shape, flight path and camera type for waterfowl surveys: disturbance effects and species recognition."" PeerJ 4: e1831.","Evaluation of unmanned aerial vehicle shape, flight path and camera type for waterfowl surveys: disturbance effects and species recognition.",2016,"McEvoy, J. F., et al. (2016)",,musk duck,Anseriformes,Anatidae,Biziura,lobata,-,,,,,,,,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,foxtech kraken-128,,octocopter,1800,-,,,,black,,,,,,,,,,,,,,,,,,"<tr><td>musk duck</td><td><em>Biziura lobata</em></td><td></td><td>foxtech kraken-128</td><td></td><td></td><td></td><td>McEvoy, J. F., et al. (2016) <span class=endnote>McEvoy, J. F., et al. (2016). ""Evaluation of unmanned aerial vehicle shape, flight path and camera type for waterfowl surveys: disturbance effects and species recognition."" PeerJ 4: e1831.</span></td></tr>"
508,,"McEvoy, J. F., et al. (2016). ""Evaluation of unmanned aerial vehicle shape, flight path and camera type for waterfowl surveys: disturbance effects and species recognition."" PeerJ 4: e1831.","Evaluation of unmanned aerial vehicle shape, flight path and camera type for waterfowl surveys: disturbance effects and species recognition.",2016,"McEvoy, J. F., et al. (2016)",,blue billed duck,Anseriformes,Anatidae,oxyura,australis,-,,,,,,,,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,foxtech kraken-129,,octocopter,1800,-,,,,black,,,,,,,,,,,,,,,,,,"<tr><td>blue billed duck</td><td><em>oxyura australis</em></td><td></td><td>foxtech kraken-129</td><td></td><td></td><td></td><td>McEvoy, J. F., et al. (2016) <span class=endnote>McEvoy, J. F., et al. (2016). ""Evaluation of unmanned aerial vehicle shape, flight path and camera type for waterfowl surveys: disturbance effects and species recognition."" PeerJ 4: e1831.</span></td></tr>"
509,,"McEvoy, J. F., et al. (2016). ""Evaluation of unmanned aerial vehicle shape, flight path and camera type for waterfowl surveys: disturbance effects and species recognition."" PeerJ 4: e1831.","Evaluation of unmanned aerial vehicle shape, flight path and camera type for waterfowl surveys: disturbance effects and species recognition.",2016,"McEvoy, J. F., et al. (2016)",,black swan,Anseriformes,Anatidae,Cygnus,atratus,-,,,,,,,,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,foxtech kraken-130,,octocopter,1800,-,,,,black,,,,,,,,,,,,,,,,,,"<tr><td>black swan</td><td><em>Cygnus atratus</em></td><td></td><td>foxtech kraken-130</td><td></td><td></td><td></td><td>McEvoy, J. F., et al. (2016) <span class=endnote>McEvoy, J. F., et al. (2016). ""Evaluation of unmanned aerial vehicle shape, flight path and camera type for waterfowl surveys: disturbance effects and species recognition."" PeerJ 4: e1831.</span></td></tr>"
510,,"McCLELLAND, G. T., et al. (2016). ""Rapid population estimate of a surface-nesting seabird on a remote island using a low-cost unmanned aerial vehicle."" Marine Ornithology 44: 215-220.",Rapid population estimate of a surface-nesting seabird on a remote island using a low-cost unmanned aerial vehicle.,2016,"McCLELLAND, G. T., et al. (2016)",,tristan albatross,Procellariiformes,Diomedeidae,Diomedea,dabbenena,-,,,,,,,,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dji phantom 2,,quadcopter,350,60dB at 2m,,,,white,,,,,,,,,,,,,,,,,,"<tr><td>tristan albatross</td><td><em>Diomedea dabbenena</em></td><td></td><td>dji phantom 2</td><td></td><td></td><td></td><td>McCLELLAND, G. T., et al. (2016) <span class=endnote>McCLELLAND, G. T., et al. (2016). ""Rapid population estimate of a surface-nesting seabird on a remote island using a low-cost unmanned aerial vehicle."" Marine Ornithology 44: 215-220.</span></td></tr>"
511,,"McCLELLAND, G. T., et al. (2016). ""Rapid population estimate of a surface-nesting seabird on a remote island using a low-cost unmanned aerial vehicle."" Marine Ornithology 44: 215-220.",Rapid population estimate of a surface-nesting seabird on a remote island using a low-cost unmanned aerial vehicle.,2016,"McCLELLAND, G. T., et al. (2016)",,brown skua,Charadriiformes,Stercorariidae,Stercorarius,antarcticus,-,,,,,,,,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dji phantom 2,,quadcopter,350,60dB at 2m,,,,white,,,,,,,,,,,,,,,,,,"<tr><td>brown skua</td><td><em>Stercorarius antarcticus</em></td><td></td><td>dji phantom 2</td><td></td><td></td><td></td><td>McCLELLAND, G. T., et al. (2016) <span class=endnote>McCLELLAND, G. T., et al. (2016). ""Rapid population estimate of a surface-nesting seabird on a remote island using a low-cost unmanned aerial vehicle."" Marine Ornithology 44: 215-220.</span></td></tr>"
512,,"McCLELLAND, G. T., et al. (2016). ""Rapid population estimate of a surface-nesting seabird on a remote island using a low-cost unmanned aerial vehicle."" Marine Ornithology 44: 215-220.",Rapid population estimate of a surface-nesting seabird on a remote island using a low-cost unmanned aerial vehicle.,2016,"McCLELLAND, G. T., et al. (2016)",,atlantic yellow-nosed albatrosses,Procellariiformes,Diomedeidae,Thalassarche,chlororhynchos,-,,,,,,,,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dji phantom 2,,quadcopter,350,60dB at 2m,,,,white,,,,,,,,,,,,,,,,,,"<tr><td>atlantic yellow-nosed albatrosses</td><td><em>Thalassarche chlororhynchos</em></td><td></td><td>dji phantom 2</td><td></td><td></td><td></td><td>McCLELLAND, G. T., et al. (2016) <span class=endnote>McCLELLAND, G. T., et al. (2016). ""Rapid population estimate of a surface-nesting seabird on a remote island using a low-cost unmanned aerial vehicle."" Marine Ornithology 44: 215-220.</span></td></tr>"
513,,"McCLELLAND, G. T., et al. (2016). ""Rapid population estimate of a surface-nesting seabird on a remote island using a low-cost unmanned aerial vehicle."" Marine Ornithology 44: 215-220.",Rapid population estimate of a surface-nesting seabird on a remote island using a low-cost unmanned aerial vehicle.,2016,"McCLELLAND, G. T., et al. (2016)",,sooty albatross,Procellariiformes,Diomedeidae,Phoebetria,fusca,-,,,,,,,,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dji phantom 2,,quadcopter,350,60dB at 2m,,,,white,,,,,,,,,,,,,,,,,,"<tr><td>sooty albatross</td><td><em>Phoebetria fusca</em></td><td></td><td>dji phantom 2</td><td></td><td></td><td></td><td>McCLELLAND, G. T., et al. (2016) <span class=endnote>McCLELLAND, G. T., et al. (2016). ""Rapid population estimate of a surface-nesting seabird on a remote island using a low-cost unmanned aerial vehicle."" Marine Ornithology 44: 215-220.</span></td></tr>"
514,,"Marinov, M., et al. (2016). ""Monitoring the great White Pelican (Pelecanus onocrotalus Linnaeus, 1758) breeding population using drones in 2016 the Danube Delta (Romania)."" Sci. Ann. Danub. Delta Inst 22: 41-52.","Monitoring the great White Pelican (Pelecanus onocrotalus Linnaeus, 1758) breeding population using drones in 2016 the Danube Delta (Romania).",2016,"Marinov, M., et al. (2016)",,great white pelican,Pelecaniformes,Pelecanidae,Pelecanus,onocrotalus,-,,,,,,,,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dragon,,fixed wing,1600,-,,,,silver,,,,,,,,,,,,,,,,,,"<tr><td>great white pelican</td><td><em>Pelecanus onocrotalus</em></td><td></td><td>dragon</td><td></td><td></td><td></td><td>Marinov, M., et al. (2016) <span class=endnote>Marinov, M., et al. (2016). ""Monitoring the great White Pelican (Pelecanus onocrotalus Linnaeus, 1758) breeding population using drones in 2016 the Danube Delta (Romania)."" Sci. Ann. Danub. Delta Inst 22: 41-52.</span></td></tr>"
